"Date","Review","Star","Like","Version" 
"2022-06","플레이 창에 스리즈 몰아보기 할때 앞부분 건너뛰기가 필요해요","5","0","1.31.3-b126"
"2022-06","현재방송되는 드라마를 바로 광고없이 볼 수있어서좋아요","5","0","1.31.1-b124"
"2022-06","다운이 안돼요","1","1",""
"2022-06","최고에요 업데이트도 빠르고 다른거보다낳아요","5","0","1.29.1-b114"
"2022-06","Fhd로 볼 수 있게 좀 해주세요 기기 보안 레벨때문에 그런 것 같은데","1","1","1.31.0-b120"
"2022-06","쿠팡 최고","5","0","1.31.1-b124"
"2022-06","너무 잘보고있 습니다","5","0","1.31.3-b126"
"2022-06","왜 설치가 되지않나요0","1","1",""
"2022-06","사용하기 좋았어요","5","0","1.27.0-b97"
"2022-06","로그인 할때 쿠팡앱 있어도 쿠팡앱연동 말고 따로 로그인 할 수 있게 해주세요.","4","0","1.31.3-b126"
"2022-06","이정도 돈으로 이정도 볼수있으면","5","0","1.29.1-b114"
"2022-06","좋아요 심심할때","5","0","1.31.0-b120"
"2022-06","UI구성 등 불편. 컨텐츠 부실","1","0","1.31.3-b126"
"2022-06","계속업데이트가 안되고 뱅글뱅글 돌고만 있어요 하루종일 요","2","1","1.31.1-b124"
"2022-06","모바일에서 업데이트 하라고 해서 했는데 안돼서 제거하고 다시 깔려고 하니 계속 튕 네요 이거 왜 이렇지요","2","0",""
"2022-06","잘 사용하고 있어요","5","0","1.31.1-b124"
"2022-06","좋아요 가주아","5","0","1.31.1-b124"
"2022-06","30분 배달떠서 주문했더니 1시간 30분 걸리네요 계속 연장시킬거면 뭐하러 시간체크 하시는지","1","0",""
"2022-06","다 좋은데 회전 기능좀","5","0","1.31.3-b126"
"2022-06","쉽게검색할수있고 다양한정보가 있으므로 편하게구매 할 수 있어좋아요","5","1","1.31.3-b126"
"2022-06","너무너무 좋아용","5","0","1.31.0-b120"
"2022-06","쿠팡에서 해줄때 언넝 받어","5","0","1.31.3-b126"
"2022-06","영화 및 티비 시청할때 볼륨이 작은거 같네요","3","0","1.31.3-b126"
"2022-06","잘 사용하고 있습니다 이전에 쿠플에서 오른쪽위 버튼 누르면 티비에서 보였는데 어느순간 버튼이 활성화가 안되네요. 구글플레이스토어에서 쿠팡플레이 업데이트할때 더 많은 기기에 사용 누르면 lge s60upi 곧 설치예정 이라고만 뜹니다 혹시 이걸 설치해야하나요? 어떻게 설치하는지","5","0","1.31.3-b126"
"2022-06","정말 너무 재밌어요 저는 일주일에 두번 정도 빼고 다 본것 갔아요.","5","0","1.31.3-b126"
"2022-06","볼것도 많고 다좋은데 한국껀 한국어 자막안됨 웅얼거려서 진짜 무슨말일지모를경우엔 돌아버리기전까지 돌려봐야함 우블이 여기없기에망정..제주도 토박이아니면 못볼지경...제발 한국영화 드라마 예능 한국어 자막좀 제발","3","0","1.31.3-b126"
"2022-06","서버관리가 너무 안되네요","1","0","1.31.3-b126"
"2022-06","최악. 계속 에러나서 예매실패","1","0","1.31.3-b126"
"2022-06","너무 좋아요","5","0","1.31.1-b124"
"2022-06","아 진짜 암표쟁이들 다 죽여버리고싶네","1","0","1.31.3-b126"
"2022-06","예매 대기열 새치기가 왜 가능하냐고.. 해지한다","1","1","1.31.3-b126"
"2022-06","3시되니 업뎃하라누","1","0","1.29.1-b114"
"2022-06","축구 이벤트 열어줘서 별5개줍니다","5","0","1.28.0-b109"
"2022-06","잘보고 있습니다.","5","0","1.26.4-b94"
"2022-06","쿠팡 하는짓이 심각하게 역겹다.","1","0","1.31.3-b126"
"2022-06","SNL보는 재미","5","0","1.29.1-b114"
"2022-06","렉 걸림","2","0","1.31.2-b125"
"2022-06","이정도 퀄리티로 앞서가는 공짜앱은 환영합니다. 감사해요.","5","0","1.31.3-b126"
"2022-06","1. 풀화면이 고정되어 있어서 불편함 핸드폰을 이리저리 돌리면서 볼수도있는건데 한쪽방향으로만 봐야됨. 개선좀 하세요 저만불편한거 아닌거같은데. 2. 나혼자산다 프로그램 지금 6월중순이 넘어가는데 3월것도 아직 안올라오는게 말이되나요? 다른프로그램은 확인을안해봐서 일단 이것만 얘기하는데 무슨 몇달전것도 아직도 못봐요?","2","1","1.31.3-b126"
"2022-06","아직까진 굿","4","0","1.26.4-b94"
"2022-06","블루투스 이어폰 연결하면 재생 일시정지 안되는거 꽤 불편","3","0","1.31.3-b126"
"2022-06","안드로이드티비 잘되네요 감사합니당","5","1","1.31.3-b126"
"2022-06","무한도전 없는 회차가 너무 많아요 그리고 이어지는 스토리 1편이나 2편이 없는게 너무 많아요.....","2","0",""
"2022-06","너무 느림","1","0","1.31.1-b124"
"2022-06","로그인이 안돼요 쿠팡앱도 받아서 로그인 해놓고 별 난리를 쳐도 로그인이 안돼요 쿠팡앱이랑 로그인 연동을 시키든 해야지 이렇게 로그인도 안되게 하면 어떻게 쓰라는걸까요","1","0","1.31.3-b126"
"2022-06","볼게별로없음 한정적임 옛날거 안봄 별3개 천안 쿠팡이츠 3천원너무 적음 배민좀 본받았으면 생각듬","2","0","1.31.3-b126"
"2022-06","더많은 컨텐츠가 필모하다.","4","0","1.31.3-b126"
"2022-06","이런말 드리기 죄송하지만 제가 써본 중계? 어플중 최악입니다. 차라리 넷플 seezn 디지니 가 나을지도?","1","0","1.31.3-b126"
"2022-06","네크워크에 연결이 안되있대요","1","0","1.31.3-b126"
"2022-06","쿠팡플레이 앱으로 드라마 영화 즐겨봅니다 며칠전 굿닥터 봤는데 정말 재미있어요","4","1","1.31.3-b126"
"2022-06","한국영화도 자막이 나오면 좋을것같아요","3","0","1.31.3-b126"
"2022-06","굿 엄지척","5","0","1.31.2-b125"
"2022-06","한글자막이 있으면 좋을거같아요 넷플은 있는데 아기가 자고 밤에 볼때 소리없이 보는데 한글자막이 없어서 너무 아쉬워요 한글자막 부탁드려요","4","0","1.31.3-b126"
"2022-06","너무 올드한 프로가 많지만 그래도 없는거보단 나아요","5","0","1.31.3-b126"
"2022-06","쿠팡 플레이 너무 조아요.","5","0","1.31.3-b126"
"2022-06","볼게많아서 좋음","5","0","1.29.1-b114"
"2022-06","편하고 재미있는 프로그램 많아서 만족합니다","5","1","1.31.0-b120"
"2022-06","종편채널에서 방영되는 드라마도 볼수있음 좋겠어요","3","0","1.31.3-b126"
"2022-06","보고싶은게 많이잇어요","5","0","1.31.1-b124"
"2022-06","처음 이에요 잘볼게요","5","0","1.31.3-b126"
"2022-06","영화 많네","5","0","1.27.1-b103"
"2022-06","가성비 굿","4","0",""
"2022-06","좋아요 무지하게","4","0","1.31.1-b124"
"2022-06","최고죠.. 말해모해","5","0","1.25.1-b83"
"2022-06","좋아요 무지무지","5","0","1.31.0-b120"
"2022-06","좋아요 볼꺼두 많아요","5","0","1.24.4-b79"
"2022-06","토익 스피킹 영어 회화 청취 등 영어학원 콘텐츠가 있어서 정말 좋습니다 직장인들에게 유익한 콘텐츠에 도움 받고 있습니다","5","0","1.31.3-b126"
"2022-06","무료인데 이정도면 훌륭합니다","5","0","1.31.3-b126"
"2022-06","은근 볼게 많음 한국말이어도 자막지원이 됐으면 좋겠네요","4","1","1.31.3-b126"
"2022-06","더 많은 콘텐츠 보고싶어요","5","0","1.31.3-b126"
"2022-06","업데이트가 왜 선택이 아니라 필수여야 하나요?","1","0","1.31.1-b124"
"2022-06","옛날 드라마 2배속으로 보면 시간 순삭임 티빙보다 볼꺼리가 많음.. 추천함","5","0","1.31.3-b126"
"2022-06","홈 화면 오른쪽 상단쪽에 기기 연결하는 부분이 아예 활성화가 안되요 터치 해도 반응이 없습니다 이틀 전까지 티비로 연결해서 이용했는데 오늘부터 터지가 전혀 안되는데 어떤 문제일까요?","4","0","1.31.3-b126"
"2022-06","이게 좀 웃긴데요. 핸드폰에서는 스포츠 볼 수 있는데 티비에서는 스포츠 못 보는 이유가 궁금하네요. 이것만 개선되면 정말 좋은 어플이라고 봅니다. 어차피 캐스팅해서 볼 수 있기는하지만 너무 번거로워요. 개선해주세요.","5","0","2.0.1-b68"
"2022-06","업데이트가 여러 차례 시도해도 되지 않아요","1","0","1.31.1-b124"
"2022-06","불편한거 중에 한가지를 꼽자면 블루투스로 연결해서 볼 때 블루투스 기기로 재생 및 정지 기타기능이 안됩니다 많이 불편하네요","3","0","1.31.3-b126"
"2022-06","조아요 쿠팡","4","0","1.31.3-b126"
"2022-06","드라마볼게 너무없음 예능도 볼만한게 너무없음 좀 다양한 드라마.영화.예능이 많이 만핬으면 좋겠음","2","0","1.31.3-b126"
"2022-06","다 옛날 영화고 안볼영화가 많고 싸다는게 장점.볼거없다가 단점 업데하면 뭐가 좋은지 모르겠슴다","1","0","1.31.3-b126"
"2022-06","좋아 요","5","0","1.31.1-b124"
"2022-06","매우 유용합니다","5","0","1.31.1-b124"
"2022-06","드라마 볼수있게 잘 해주세요","4","0","1.31.3-b126"
"2022-06","비즣회원은 왜 안봐지나요 똑같은 유료회원인디","3","0","1.31.3-b126"
"2022-06","생각보다 볼만한게 많았고 쿠팡와우 회원이면 그냥 볼수있으니 단점있어도 사용안할 이유가없는?","5","0","1.31.3-b126"
"2022-06","그냥 좋아하는 스포츠 볼수있어서 좋아요","5","1","1.31.3-b126"
"2022-06","18 서비스 똑바로도 못할것들이 저작권은 왜가져가서 경기도 못보게 만드냐 밑에 댓글보소..90분중에 30분이 안나왔는데 일시적?? 이런 쓰레기같은 마인드를 가지고 있으니까 매번 사고내도 반복하는거지 쯧쯧","1","2","1.31.2-b125"
"2022-06","요세 재미있는거 많이 올라오고 재밌네요","5","0","1.30.0-b119"
"2022-06","다운로드 엄청 느림 진짜 개선 바람","1","0","1.31.3-b126"
"2022-06","갤럭시폴드3 사용중인데요 폰 자체의 자막크기 조절은 모든 앱에 적용 되는게 아니어서 쿠팡플레이는 안되요. 제발 쿠팡 플레이에서 자막 처음 올릴때부터 크기 좀 줄여서 올려주세요. 자막 만드시는 분은 한번 보지도 않나요? 폰의 설정을 안 건드려도 되게 조절해서 올려주세요.","2","0",""
"2022-06","지금도 플레이가 안되서 삭제하고 다시까는데 좀 관리 좀 해주세요","1","0",""
"2022-06","안드로이드 셋톱박스 이용 시 스포츠 라이브를 볼 수 없는건가요?","2","0","1.31.2-b125"
"2022-06","스트리밍 이후에 에러나요","3","0","1.31.2-b125"
"2022-06","국가대표 방송건을 따지를말던가 화면이 계속 끊어지고 생중계를 제대로 볼수가 없네요. 다른 방송이 중계를 했으면 제대로 볼수 있는데 쿠팡이 따내서 제대로 보지도 못하게 만들고...","1","0","1.31.2-b125"
"2022-06","이 뭐 망할 휴대폰만 AN NET OFF뜨고 안되는줄 알았는데 티비에서도 안뜨네 뭐 이따위야","1","0","1.31.2-b125"
"2022-06","예전엔 누구나 모바일로도 무료로 볼수있었던 국가대표 경기를 니들이 뭔데 독점해서 유료 컨텐츠화 하는지 이해가 안되네요. 뭐 어디 프로리그 경기도 아니고 대표팀경기를 돈 안내면 못본다? 우리 회원 아니면 못본다? 월 4900원인가 하던데 그돈 기분나빠서 괘씸해서 죽어도 못줍니다 이런 악질적인 기업한테는 내돈 10원한장 못줍니다. 장사 잘해드세요 버러지같은 인간들아.","1","0","1.31.2-b125"
"2022-06","플스4나 플스5애도 작동 가눙하게 등록해 주세요. 소니사와 접촉해 주세요.","2","0","1.31.1-b124"
"2022-06","잠이안올땐 쿠팡플레이","5","0","1.29.1-b114"
"2022-06","컨텐츠 다운로드 잘 안됨 1기가짜리 한편 다운로드하는데 하루종일 걸림","3","0","1.31.1-b124"
"2022-06","스마트 TV앱에서는 스포츠 안봐지나요?","3","0","2.0.1-b68"
"2022-06","아니 무슨 전체창 모두닫기를 했는데 왜 갑자기 로그인된것이 풀리면서 나중에 로그인하라고 하죠... 어플 왜 이렇게 가볍게 만들었죠...? 크롬캐스트도 제멋대로 됫다가 안됫다가 유튜브랑 너무 차이나는거 아닙니까","1","0","1.31.1-b124"
"2022-06","얼른 깔아주세용","5","0","1.31.1-b124"
"2022-06","아주 좋습니다.","4","0","1.31.1-b124"
"2022-06","Tv미러링이 가끔 비활성화되요 유튜브나 다른건되는데 쿠플만그럼","1","0","1.31.1-b124"
"2022-06","너무 하네요 다 옛날 꺼","1","0","1.16.0-b17"
"2022-06","휴대폰으로 작동 잘되는데 화웨이M6 모델인데 스트리밍 에러가 발생됩니다 앱 수정해주세요","5","0","1.31.1-b124"
"2022-06","다운이 안됨 머가먼지","1","0","1.25.1-b83"
"2022-06","쿠팡 플레이 차별화...성인영화..즉 3류 영화 수위쎈거로 들여오면 괜찮을거 같네요..다른 데랑 차별화 를 두는거죠..그럼 성인영화도 활성화 되고 쿠팡 플레이대박나면 손정의도 쿠팡에 재투자 할거고 쿠팡 회원수는 날로 늘어나고 쿠팡이 구독시장 1등먹고 돈 왕창벌고..","5","1","1.31.1-b124"
"2022-06","다양한 컨텐츠가 많아서 좋아요 다만 아쉬운 점이 있다면 영상재생하고 나서 화면이 고정되어있어서 폰충전하면서 보기 불편해요 화면도 돌아가게 해주시면 좋겠어요 그리고 교육에 스페인어가 사라졌던데 이유가 있나요?","4","116","1.31.1-b124"
"2022-06","겁나잘멈춤 영화보다 카톡확인하려 홈키누르면 소리만나고 아무것도 안대고 허파디비지겟음 넷x는 화면이 위아래 다돌아가던데 요건 한자리만되고 시청목록도 잇을땐있고 없을땐없고 밝기조절과 소리조절 터치도 드럽게안됨 솔직리뷰임","1","0","1.31.1-b124"
"2022-06","먼가요?? 성인인증하는데 넘어가질안고 계속 핸드폰번호랑 이름입력창으로 돌아오네요","1","0","1.31.1-b124"
"2022-06","이게 없어? 하는게 쫌 많네요..","2","0","1.31.1-b124"
"2022-06","자막설정도 잘 안되고 빨리 넘어가기도 안되고... 저는 별로였어요.","1","0",""
"2022-06","컨텐츠 부족 화질 그닥 이제 월정액 가격도 올렸으니 빼도 박도 못하는 명백한 끼워팔기.","1","0",""
"2022-06","요즘시대에 480p 해상도는 정말 아니라고 봅니다. 2002년도 아니고","1","0","1.31.1-b124"
"2022-06","로그인 안됨","1","1",""
"2022-06","폴드3 사용자인데요...화면이 전체화면이 안되니 집중할수가 없어서 그러는데 업데이트 해 주실수 없나요?","2","0","1.31.1-b124"
"2022-06","보고싶은 드라마가 있는데 이준기 주연의 일지매도 올려주세요 그밖에 미스터 기간제 응답 시리즈도 보고싶어요","5","0","1.26.3-b91"
"2022-06","장점 볼게 꽤 많음. 무려 2배속이 있음. 빨리넘기고 싶은 구간에 딴짓안해도됨. 단점 한국영화 단점이 뭐라고 웅엉거리는지 잘안들려서 한글자막이 있어야하는데 왓챠는 한국영화에 다 자막이 뜨는데 쿠플에는 자막이 없어서 매우불편함. 같은영화라면 당연 왓챠에서 보게됨. 그리고 2017년도에 산 TV인데도 지원이 안되는점 미러링으로만 볼수있음.. 뭐 자막만 있다면 2배속도 가능한 쿠플을 이용하고싶지만 연결도 번거로운데 한글자막도없어 말도 잘못알아들으니 손이 잘안감.. 제발 한글자막 지원좀 해주십쇼.. 한국영화는 후시녹음 잘안해서 뭔소린지 못알아듣고 지나가는 경우가 많습니다","3","318","1.31.1-b124"
"2022-06","컨텐츠 부족은 어쩔수없다 치지만 오프닝건너뛰기 기능좀 제발좀추가해주세요 타OTT플랫폼은 오프닝건너뛰기는 기본으로다있는데","3","0",""
"2022-06","국민앱이죠 최고입니다","5","0","1.31.0-b120"
"2022-06","접속불가. 왕짜증","1","2","1.31.0-b120"
"2022-06","왜축구 안나와","1","1","1.31.0-b120"
"2022-06","요금은 다 받아가면서 아시안컵 축구 태국 생중계 볼려고 눌렀더니 계속 볼 수가 없어요. 뭐 어쩌란 겁니까?? 이런 서비스 수준에 요금 인상이라고요??? 네???","1","1","1.30.0-b119"
"2022-06","금일 축구보려고 틀었는데 페이지를 불러올수없습니다 오류 AN BCP R45 가 나오는데 왜 그런건가요?","3","2","1.31.0-b120"
"2022-06","한개도 아깝다 뭐만하면 써버터지고 이따위로 하면서 맨날 중계권은 여기써서 울며겨자로 보고있고","1","2","1.31.0-b120"
"2022-06","축구때마다 진짜 너무하네 돈받고 매번 못보게하는거는 아니지않나요?","1","1","1.29.1-b114"
"2022-06","국대축구 보려고 가입했는데 화질 구데기라 선수 누군지 알아볼 수도 없고 그마저도 서버 터져서 볼 수도 없음 개 벌레같은 장사꾼 놈들 다시는 가입 안한다 퉤","1","2",""
"2022-06","와.. 맨날 접속이 안되 진짜 그지같네.. 이따구로 관리하면서 사용자만 끌어모으면 뭐하나...","1","2","1.31.0-b120"
"2022-06","진짜왜그러세요?손흥민마지막경기.이번 태국하고하는경기 생중계권을따오지말던가요 보지도못하고","1","2","1.31.1-b124"
"2022-06","실시간 축구 경기 따위는 볼 수 없습니다. 새로고침만 계속 뜸 내가 이러려고 쿠팡멤버쉽 결제했나 자괴감 듬.","1","3","1.31.0-b120"
"2022-06","축구중계보려고 결재했는데 화면정지","1","2","1.31.1-b124"
"2022-06","복구는 하는중 인가요? 한국 대 태국 경기요..","1","3","1.31.0-b120"
"2022-06","축구보려고 결제했는데 안되는건 뭔가요 관리 좀 잘해주세요 계속 화면만 뜨고 안들어가지고","1","1","1.31.0-b120"
"2022-06","축구볼려고 결제했는데 서버다운 너무 많네요","1","1","1.31.0-b120"
"2022-06","또 또 또 안됨 그냥 또 쓰는 사람들 무시하고 넘어갈거에요?","1","1","1.31.0-b120"
"2022-06","국대 축구보려하는데 서버가 하루종일 터져있나요?조치안취하나요?따로 공지는 어디다 내나요?앱만 떨렁 내놓고 중계는 독점이면서 서버터져가 안보여주면 축구보지말란말인가요?","1","1","1.31.0-b120"
"2022-06","축구 경기 페이지 오류 중계권 따지말자 제발","1","1","1.31.0-b120"
"2022-06","축구볼때마다 안되면돈환불가능한가요? 몇번째인지모르겟네요 단독중계써잇음머해보지를못하는데 이정도면 그냥 능력없는데 돈만벌라고하는거아닌가요?","1","2","1.31.0-b120"
"2022-06","아니 무슨 저번 국가대표 평가전도 그렇고 오늘 태국전도 그렇고 무슨 서버가 이리 개판이죠???? 이럴거면 왜 독점중계하죠?? 예상하는데 토트넘 내한 경기할때도 분명 서버 또 터지고 접속 조차도 안될겁니다.","1","2","1.31.1-b124"
"2022-06","축구보려고 깔고 가입한건데 왜 에러만 나는겁니까?","1","1","1.31.0-b120"
"2022-06","너무 느려요 u23 한국대 태국전은 2시간 동안 로딩중이여서 결국 못봤네요","1","1","1.31.0-b120"
"2022-06","한국 태국 u23축구 생중계 보려고 새로고침만 20분. 짜증나서","1","1","1.31.0-b120"
"2022-06","축구 볼려구 하는데 한국 경기만 아나와 서버 문제면 빨리 고치든가","1","1","1.31.0-b120"
"2022-06","서버좀어떻게해줘요 돈내고보는건데 축구볼라면 들어가지질않네","1","1","1.31.0-b120"
"2022-06","생중계를 볼수가 없네요.","1","1","1.31.0-b120"
"2022-06","와 이럴거면 독점중계를 하지마세요 이번이 몇번째 터지는겁니까 이럴거면 가입도 안했어 이양반들아","1","6",""
"2022-06","돈내고 사용하는데 경기를 볼 수없다면 굳이 이용해야 할 이유가 있나요","1","1","1.31.0-b120"
"2022-06","한국 vs 태국 이강인선수 경기 왜 지금 안나오는겁니까?","1","1","1.31.0-b120"
"2022-06","아니 국대경기만 하면 터지냐","1","1","1.31.0-b120"
"2022-06","돈내고 사용하는데 생중계축구도 못보고 서비스가 안좋네요 개선해야될듯","2","1","1.31.0-b120"
"2022-06","구웃 토트넘 한국경기중계꾸울","5","0","1.22.5-b70"
"2022-06","와우 전용이네요 믿거","1","0","1.31.0-b120"
"2022-06","보는내내 10초나오고 끊기길 그걸 반복해요 집중을 할수가 없네요","2","0","1.31.0-b120"
"2022-06","스마트티비에서는 키즈모드가 나오질 않습니다. 다른 프로필은 자동으로 따라 오는데요.","5","0","1.31.0-b120"
"2022-06","갤럭시탭 s8에서 영상을 재생해서 볼때 뭔가 부드럽지 않고 미세하게 영상이 뚝뚝 끊어지게 있습니다. 노트20 울트라에서는 동일 영상 재생시 그런게 없는데 갤탭 s8에서만 미세하게 뚝뚝 끊기면서 재생되네요 분명히 갤탭쪽 영상 재생능력이 더 좋은데도 이러는게 정상은 아닌것 같습니다 갤탭에서 크롬 파이어폭스 브라우저 이용해서 쿠팡플레이 사이트로 영상 볼때는 멀쩡한걸 보면 앱 최적화쪽이 좀 부족한게 아닌가 싶습니다","4","253","1.31.0-b120"
"2022-06","쓰레기 어플. 로그인 안되는건 일상 다반사. 프리미어리그 및 A매치 라이브중계 지속적인 끊김과 버퍼현상으로 결정적인 장면 놓치기 일쑤. 서버 관리 전혀 안되는 아마추어 수준도 못되는 플랫폼 운영. 능력이 안되면서 쿠팡이렁 엮어서 유료서비스하는데 차라리 하지를 말지. 개선이 전혀 안되는 플랫폼. 디바이스에 용량 차지하는 것 조차 아까움. 별점 마이너스 줘야 하는 어플임.","1","1","1.31.0-b120"
"2022-06","4개월 전쯤부터 다운로드가 안됩니다. 업데이트도 제 때했는데 잠들기 전에 시작한 다운로드가 다음날 아침에도 5 조차 안되어 있어요...해결 부탁드립니다.","3","0","1.31.0-b120"
"2022-06","기기가 이 버전과 호환되지 않습니다 라는데 해결법이 있나요","5","0",""
"2022-06","자막이랑 화질 좋아요 근데 국내 영화 중에 자막이 있는 게 있고 없는 게 있던데 자막을 다 넣어주실 수는 없을까요? 자막 설정 들어가면 설정 안 함 이라고만 되고 안 돼서 불편해요","5","0","1.31.0-b120"
"2022-06","처음으로 사용합니다. 차후 재평가 할것입니다.","5","0","1.31.0-b120"
"2022-06","끊김현상 해결방법 알려주시죠","1","0",""
"2022-06","본인인증 번호 문자가 5분넘도록 왜 안뜨고 난리에요? ?","1","0","1.31.0-b120"
"2022-06","쿠팡플레이 항상 잘보고 있어요.응원 합니다","5","0","1.31.0-b120"
"2022-06","팝업플레이를 할 때 고정적인 화면이 아닌 팝업화면도 크기를 조정할 수 있게 업데이트 해주시면 정말 감사하겠습니다","4","0","1.31.0-b120"
"2022-06","An bcp omx에러 계속 뜨는데 어떻게 해결하나요","3","0","1.31.0-b120"
"2022-06","전반적으로 ui가 너무 구리다.. 너무 불편하고 산만함 특히 화면밝기 음량조절 어떻게좀 바꿔봐 제발","2","0","1.30.0-b119"
"2022-06","아니 여기는 소리가 왤케 작어","1","0","1.31.0-b120"
"2022-06","쿠팡도 이용하고 영화도 볼수있고 너무나 만족합니다 감사합니다","5","0","1.30.0-b119"
"2022-06","네 영상 보고 .","3","0","1.22.2-b65"
"2022-06","크롬 캐스트 연결 활성화가 너무 안됩니다. 다른앱은 정상적으로 될 때도 쿠플은 버튼 비활성화...","3","0","1.31.0-b120"
"2022-06","아니 tv 에서 깔고 실행해서 검색하려고 하면 검색버튼이 없어서 검색도 못하네요","1","0","1.31.0-b120"
"2022-06","토트넘 경기 표사려면 일단 유료회원 가입해야 되는건가요?? 쿠팡한테 경기 중계나 티켓으로 얻는 이익도 있을텐데 양아치 아닙니까??","1","1","1.31.0-b120"
"2022-06","로그인이 안된다고","1","0","1.30.0-b119"
"2022-06","스포츠 라이브 중계 해줘서 어제 브라질전 잘봤습니다 근데 화질이 너무안좋아요 720p라도 되게 헤주셨으면 하는바램","5","3","1.30.0-b119"
"2022-06","TV에 연결하는 안드로이드 플레이어 기기에 설치가 안되요. 안드로이드 플레이어에 최적화 안되도 좋으니 설치라도 가능하게 해주세요. 설치도 안되는거는 너무한거 아닌지....","1","0",""
"2022-06","샤오미 미티비스틱에서 한글검색이 안됩니다.","2","0","1.30.0-b119"
"2022-06","최악 와우맴버쉽가입하라고 결제창떠서 앱삭제","1","0",""
"2022-06","S21에선 문제없이 FHD설정이 가능 LG V50에서는 480p이상 설정안됩니다.","2","0","1.31.0-b120"
"2022-06","안드로이드 스마트tv에 실시간 중계는 언제 지원되나요?","3","0","1.30.0-b119"
"2022-06","너무 마니 끊김","1","0","1.22.4-b69"
"2022-06","하이큐가 없어서 불편해요.....","2","0","1.30.0-b119"
"2022-06","너무 끊김 보다가 튕기고..","1","0","1.30.0-b119"
"2022-06","별이 1개도 아깝네요 개발자들 다른 OTT서비스 좀 써보고 반성해라","1","0","1.29.1-b114"
"2022-06","국가대표 경기볼라고 깔았구만 핸드폰을 벗어나면 스포츠는 안되네요 안된다고 써놓던가 농락당했기 때문에 제 점수는 일점 입니다 왜냐하면 영점이 없으니까요","1","0","1.30.0-b119"
"2022-06","사람이 몰렸을 때 렉이 너무 심하네요 국가대표 경기 중계하기로 계약했으면 당연히 감당할만한 수준으로 서버개설을해놔야죠","2","0","1.30.0-b119"
"2022-06","아니 쿠팡플레이 누르면 쿠팡앱으로 넘어가고 확인누르면 다시 쿠팡플레이 어쩌라는거지?? 왜 이따구로 만들었나요?","1","0","1.30.0-b119"
"2022-06","쿠팡플레이 자체에서 해지 불가","1","0","1.30.0-b119"
"2022-06","엘지 스마트 티비로 보는데 유튜브 넷플릭스 왓챠는 괜첞은데 쿠팡만 그라오 쿠팡플레이 진짜 짜쯩나네요 딴건 다 좋은데 튕김 문제를 빨리 해결 해줬으면 졸겠어요 진심으로 제발 효율적인 메모리 사용을 위해 앱을 재실행 합니다 한두번이면 그냥 넘어가는데 계속 떠요 이거 좀 해결 해달라고요 딴건 바라지도 않아요 진심 앱 삭제 2번이나 했고 혹시 티비 문제인가 싶어서 서비스 기사 불렸는데 티비 문제 없고 앱이 문제라고 하네요 튕김 문제 빨리 해결 해주세요 진짜 쿠팡플레이로 snl코리아 볼때비다 튕김증상으로 혈압이 확 올라가네요 진짜 진심 빨리 해결해주세요 의견 남기기에다 의견 남겼도 고객센터에다 전화했는데 별다른 대응읗 안하네요 데이터 끄고 와이파이만 킨상태에사 앱 지웠다가 다시 깔아라? 리게 발이야 방귀야 빨리 해결 해주세요 빨리 확인 바람","3","1","1.30.0-b119"
"2022-06","드라마 최근회 까지 내리는게 넘 느려요","3","0","1.30.0-b119"
"2022-06","엘지스마트티비 에서 자꾸 메모리 부족하다고 꺼집니다. 유튜브나 넷플릭스 왓챠 다 잘되는데 이것만 한 20분정도 보면 꺼져요..스마트티비용 어플도 신경좀 써주세요","3","2","1.29.1-b114"
"2022-05","팝업광고가 미친듯이 뜨네요.몰라서 일단 쿠팡앱은 모조리 삭제합니다.","1","0","1.30.0-b119"
"2022-05","안드로이드 tv 용 어플이 나왔길래 설치했습니다. 그런데 소리만 나오고 화면은 전혀 안 나와요.... 어떻게 방법 없나요??","2","0","1.30.0-b119"
"2022-05","언젠가부터 내 리뷰리관리가 생겼는데 이거 삭제 버튼이 없네요? 시청기록 삭제하면 이것도 없어져야하는거 아닌가요?","1","1","1.30.0-b119"
"2022-05","스마트티비 메모리 문제로 자꾸 꺼지네요 방법 좀 알려주세요","1","1",""
"2022-05","EPL 마지막 경기 로그인 오류라니요. 보상도 없고...","1","0","1.30.0-b119"
"2022-05","다운로드햇니 보고있는데 갑자기 꺼지더니 그이후로는 페이지를 불러올수없다와네트워크를 찾을수없다고 뜸 새로고침 10번 눌러도 안켜짐 어플 삭제하고 다시깔면 또 며칠은 감... 갑자기 저러니 당황스럽네요","1","0","1.30.0-b119"
"2022-05","크롬캐스트 지원 어플 개발 계획 있나요?","5","9","1.29.1-b114"
"2022-05","자막에 음영이 없었으면 좋겠고 자막이 원래 나오는 자막을 가리는 현상이 있네요 범죄도시 참고하세요","3","1","1.30.0-b119"
"2022-05","영상 실행 중 앱이 꺼집니다. 로그인이 안됩니다. 짜증납니다","1","0","1.29.1-b114"
"2022-05","좋은데 한국드라마 영화 다 한글자막 넣으면 좋겠습니다.","3","0","1.29.1-b114"
"2022-05","성인인증오류 해결돼서 다시 리뷰 씁니다. 도움말도 감사하고 고객센터의 확인전화도 감사했습니다. 다만 저는 PASS로의 인증은 계속 에러가 나서 문자로 인증하고 재부팅하여 성공했습니다. 비슷한 오류문의는 문자로 인증해 보라고 하고 싶습니다.","4","0","1.29.1-b114"
